day,sample_id,production_units,total_hours,idle_hours,mobilisation_cost,completed_blocks,blackout_conflicts,sequencing_violations,available_hours,utilisation_ratio,downtime_hours,downtime_events,weather_severity_total
1,0,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
2,0,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,0,3.0,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.0
4,0,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
5,0,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
6,0,6.5,48.0,0.0,0.0,1,0,0,48.0,1.0,0.0,0,0.0
7,0,4.5,48.0,0.0,65.0,1,0,0,48.0,1.0,0.0,0,0.0
8,0,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
9,0,1.4,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.3
10,0,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
11,0,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
12,0,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,0,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,0,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,1,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
2,1,4.549999999999999,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.6
3,1,2.0999999999999996,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.3
4,1,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
5,1,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
6,1,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
7,1,4.5,48.0,0.0,65.0,0,0,0,48.0,1.0,0.0,0,0.0
8,1,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
9,1,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
10,1,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
11,1,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
12,1,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,1,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,1,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,2,4.549999999999999,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.6
2,2,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,2,3.0,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.0
4,2,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
5,2,4.549999999999999,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.6
6,2,4.549999999999999,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.6
7,2,4.5,48.0,0.0,65.0,0,0,0,48.0,1.0,0.0,0,0.0
8,2,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
9,2,1.4,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.3
10,2,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
11,2,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
12,2,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,2,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,2,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,3,3.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
2,3,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,3,3.0,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.0
4,3,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
5,3,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
6,3,6.5,48.0,0.0,0.0,1,0,0,48.0,1.0,0.0,0,0.0
7,3,4.5,48.0,0.0,65.0,0,0,0,48.0,1.0,0.0,0,0.0
8,3,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
9,3,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
10,3,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
11,3,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
12,3,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,3,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,3,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,4,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
2,4,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,4,3.0,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.0
4,4,4.549999999999999,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.6
5,4,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
6,4,3.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
7,4,4.5,48.0,0.0,65.0,0,0,0,48.0,1.0,0.0,0,0.0
8,4,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
9,4,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
10,4,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
11,4,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
12,4,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,4,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,4,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,5,4.549999999999999,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.6
2,5,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,5,2.0999999999999996,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.3
4,5,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
5,5,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
6,5,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
7,5,4.5,48.0,0.0,65.0,0,0,0,48.0,1.0,0.0,0,0.0
8,5,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
9,5,1.4,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.3
10,5,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
11,5,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
12,5,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,5,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,5,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,6,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
2,6,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,6,3.0,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.0
4,6,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
5,6,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
6,6,6.5,48.0,0.0,0.0,1,0,0,48.0,1.0,0.0,0,0.0
7,6,2.5,24.0,24.0,0.0,1,0,0,48.0,0.5,0.0,0,0.0
8,6,2.0,24.0,24.0,65.0,0,0,0,48.0,0.5,0.0,0,0.0
9,6,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
10,6,1.4,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.3
11,6,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
12,6,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,6,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,6,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,7,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
2,7,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,7,3.0,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.0
4,7,2.4499999999999997,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.3
5,7,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
6,7,3.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
7,7,4.5,48.0,0.0,65.0,0,0,0,48.0,1.0,0.0,0,0.0
8,7,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
9,7,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
10,7,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
11,7,1.4,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.3
12,7,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,7,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,7,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,8,4.549999999999999,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.6
2,8,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,8,3.0,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.0
4,8,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
5,8,4.549999999999999,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.6
6,8,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
7,8,4.5,48.0,0.0,65.0,0,0,0,48.0,1.0,0.0,0,0.0
8,8,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
9,8,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
10,8,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
11,8,2.0,24.0,24.0,0.0,0,0,0,48.0,0.5,0.0,0,0.0
12,8,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
13,8,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
14,8,0.0,0.0,48.0,0.0,0,0,0,48.0,0.0,0.0,0,0.0
1,9,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
2,9,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
3,9,2.0999999999999996,24.0,0.0,0.0,0,0,0,24.0,1.0,0.0,0,0.3
4,9,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
5,9,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
6,9,6.5,48.0,0.0,0.0,0,0,0,48.0,1.0,0.0,0,0.0
