day,sample_id,production_units,total_hours,idle_hours,mobilisation_cost,completed_blocks,blackout_conflicts,sequencing_violations,available_hours,utilisation_ratio,downtime_hours,downtime_events,weather_severity_total
1,0,0.0,0.0,192.0,0.0,0,0,0,192.0,0.0,0.0,0,0.0
2,0,2.051,24.0,144.0,0.0,0,0,0,168.0,0.14285714285714285,0.0,0,0.0
3,0,8.696,96.0,96.0,0.0,0,0,0,192.0,0.5,0.0,0,0.0
4,0,5.8629999999999995,72.0,120.0,0.0,0,0,0,192.0,0.375,0.0,0,0.0
5,0,8.805,96.0,96.0,100.0,0,0,0,192.0,0.5,0.0,0,0.0
6,0,8.805,96.0,72.0,0.0,0,0,0,168.0,0.5714285714285714,0.0,0,0.0
8,0,1.4433999999999998,24.0,168.0,0.0,0,0,0,192.0,0.125,0.0,0,0.3
9,0,4.541,48.0,144.0,100.0,0,0,0,192.0,0.25,0.0,0,0.0
10,0,6.861000000000001,72.0,48.0,50.0,0,0,0,120.0,0.6,0.0,0,0.0
11,0,7.192,72.0,120.0,0.0,0,0,0,192.0,0.375,0.0,0,0.0
12,0,4.971,48.0,144.0,0.0,0,0,0,192.0,0.25,0.0,0,0.0
13,0,8.900000000000002,96.0,96.0,200.0,0,0,0,192.0,0.5,0.0,0,0.0
15,0,10.736,120.0,72.0,50.0,0,0,0,192.0,0.625,0.0,0,0.0
16,0,4.5009999999999994,48.0,120.0,50.0,0,0,0,168.0,0.2857142857142857,0.0,0,0.0
17,0,11.285,120.0,48.0,50.0,0,0,0,168.0,0.7142857142857143,0.0,0,0.0
18,0,4.715,48.0,144.0,50.0,0,0,0,192.0,0.25,0.0,0,0.0
19,0,6.037,48.0,144.0,0.0,0,0,0,192.0,0.25,0.0,0,0.0
20,0,8.754,72.0,72.0,100.0,0,0,0,144.0,0.5,0.0,0,0.0
22,0,14.347,120.0,72.0,100.0,0,0,0,192.0,0.625,0.0,0,0.0
23,0,9.985000000000001,96.0,72.0,50.0,0,0,0,168.0,0.5714285714285714,0.0,0,0.0
24,0,2.989,24.0,168.0,50.0,0,0,0,192.0,0.125,0.0,0,0.0
25,0,12.421999999999999,96.0,96.0,150.0,0,0,0,192.0,0.5,0.0,0,0.0
26,0,11.387,96.0,96.0,50.0,0,0,0,192.0,0.5,0.0,0,0.0
27,0,8.398,72.0,120.0,0.0,0,0,0,192.0,0.375,0.0,0,0.0
29,0,9.835999999999999,96.0,96.0,100.0,0,0,0,192.0,0.5,0.0,0,0.0
30,0,2.771,24.0,168.0,0.0,0,0,0,192.0,0.125,0.0,0,0.0
31,0,6.701,72.0,120.0,100.0,0,0,0,192.0,0.375,0.0,0,0.0
