day,shift_id,machine_id,machine_role,sample_id,production_units,total_hours,idle_hours,mobilisation_cost,sequencing_violations,blackout_conflicts,available_hours,utilisation_ratio,downtime_hours,downtime_events,weather_severity_total
1,S1,H1,feller_buncher,0,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
2,S1,H2,grapple_skidder,0,2.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
4,S1,H1,feller_buncher,0,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H1,feller_buncher,0,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H2,grapple_skidder,0,3.0,24.0,0.0,65.0,0,0,24.0,1.0,0.0,0,0.0
6,S1,H2,grapple_skidder,0,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H1,feller_buncher,0,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H2,grapple_skidder,0,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
1,S1,H1,feller_buncher,1,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
2,S1,H2,grapple_skidder,1,2.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
4,S1,H1,feller_buncher,1,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H1,feller_buncher,1,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H2,grapple_skidder,1,3.0,24.0,0.0,65.0,0,0,24.0,1.0,0.0,0,0.0
6,S1,H2,grapple_skidder,1,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H1,feller_buncher,1,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H2,grapple_skidder,1,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
1,S1,H1,feller_buncher,2,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
2,S1,H2,grapple_skidder,2,2.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
4,S1,H1,feller_buncher,2,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H1,feller_buncher,2,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H2,grapple_skidder,2,3.0,24.0,0.0,65.0,0,0,24.0,1.0,0.0,0,0.0
6,S1,H2,grapple_skidder,2,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H1,feller_buncher,2,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H2,grapple_skidder,2,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
2,S1,H2,grapple_skidder,3,2.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
4,S1,H1,feller_buncher,3,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H1,feller_buncher,3,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H2,grapple_skidder,3,3.0,24.0,0.0,65.0,0,0,24.0,1.0,0.0,0,0.0
6,S1,H2,grapple_skidder,3,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H1,feller_buncher,3,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H2,grapple_skidder,3,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
1,S1,H1,feller_buncher,4,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
2,S1,H2,grapple_skidder,4,1.4,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.3
4,S1,H1,feller_buncher,4,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H1,feller_buncher,4,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H2,grapple_skidder,4,3.0,24.0,0.0,65.0,0,0,24.0,1.0,0.0,0,0.0
6,S1,H2,grapple_skidder,4,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H1,feller_buncher,4,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
7,S1,H2,grapple_skidder,4,3.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
1,S1,H1,feller_buncher,5,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
2,S1,H2,grapple_skidder,5,2.0,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
4,S1,H1,feller_buncher,5,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H1,feller_buncher,5,3.5,24.0,0.0,0.0,0,0,24.0,1.0,0.0,0,0.0
5,S1,H2,grapple_skidder,5,3.0,24.0,0.0,65.0,0,0,24.0,1.0,0.0,0,0.0
