Zimelis,et,al. (2017a),Proceedings paper,Europe,Latvia,Time,study,Allegro
,,,,,,,,
Zimelis,et,al. (2017b),Proceedings Paper,Europe,Latvia,Time,study,Field C
,,,,,,,,
Zimelis,&,Spalva (2022),Conference paper,Europe,Latvia,-,,-
,,,,,,,,
Zimelis,et,al. (2016),Article,Europe,Latvia,Time,study,Allegro
